team,rmsa attack,rmsa attack stdev,rmsa defend,rmsa defend stdev,rmsa,map_type,normalized rmsa
Boston Uprising,12.414748824194781,9.573817763453306,-6.570470286127312,9.573817763453306,5.844278538067469,Hybrid,49.93849729639408
Philadelphia Fusion,0.9700917294300895,9.607094346824836,3.8935171054733146,9.607094346824837,4.863608834903404,Hybrid,46.485793888722405
San Francisco Shock,9.529754277451497,9.300264524091363,-5.863182032433343,9.300264524091363,3.6665722450181537,Hybrid,42.27131443690535
New York Excelsior,4.093233391211265,9.35894698882023,-2.6515044014877955,9.358946988820232,1.4417289897234693,Hybrid,34.438173610481606
Paris Eternal,-9.460739739558814,9.56298836090086,2.597025715427514,9.56298836090086,-6.8637140241313,Hybrid,5.196695767699944
Washington Justice,-9.263823801281188,9.437161573020948,1.6864189803610286,9.437161573020948,-7.577404820920159,Hybrid,2.683961216865627
Guangzhou Charge,-2.909552891246334,9.901393962717638,-8.003737199323638,9.901393962717638,-10.913290090569973,Hybrid,-9.06089273442927
London Spitfire,-11.452320407076655,10.564496839341173,-4.434708136566941,10.564496839341173,-15.887028543643597,Hybrid,-26.57223590164235
Vancouver Titans,-18.392396994742615,10.56777514339934,-2.049280028368646,10.56777514339934,-20.44167702311126,Hybrid,-42.608063535621675
Toronto Defiant,-13.372661168473062,9.704888311142392,-7.911963370072265,9.704888311142392,-21.284624538545327,Hybrid,-45.57588006919787
Los Angeles Valiant,-20.354181301910046,9.735009598423321,-16.38850007954743,9.735009598423323,-36.74268138145747,Hybrid,-100.0
Shanghai Dragons,21.259288296552757,12.759920333316295,25.492035887129873,12.759920333316295,46.75132418368263,Assault,100.0
Dallas Fuel,27.195373375763577,12.196132222083486,14.615518653161983,12.196132222083484,41.81089202892556,Assault,88.64838511203624
San Francisco Shock,25.090057633309122,14.063245110689959,13.992717281054508,14.063245110689959,39.08277491436363,Assault,82.37999929401612
Houston Outlaws,10.945189261987009,14.568984621891635,19.2134322115027,14.568984621891637,30.15862147348971,Assault,61.875000968241345
Los Angeles Gladiators,17.41869481673619,14.131844681884184,10.245112588125846,14.131844681884182,27.663807404862034,Assault,56.14267479979751
Chengdu Hunters,12.865360812365637,14.003120591669948,4.058587973434494,14.003120591669948,16.923948785800132,Assault,31.46573659361671
Paris Eternal,9.277240766563677,14.30480986554021,4.307901114523755,14.30480986554021,13.585141881087432,Assault,23.7941708316866
Seoul Dynasty,0.4783011740625259,14.681911590847077,8.63191032774699,14.681911590847081,9.110211501809516,Assault,13.512137858700601
Atlanta Reign,4.8070477868673445,13.275117064563913,3.7251432620349125,13.275117064563913,8.532191048902257,Assault,12.184022144683215
Washington Justice,-1.4066840044139601,14.538813166409057,9.235732669055992,14.538813166409057,7.829048664642031,Assault,10.56841417608858
Philadelphia Fusion,8.265253478875431,14.890345640980279,-5.734012334319325,14.89034564098028,2.5312411445561063,Assault,-1.6043409260469876
New York Excelsior,-13.61461836719729,14.209131960470776,1.4220658285346368,14.209131960470774,-12.192552538662653,Assault,-35.43515376714576
Guangzhou Charge,-11.32453902841085,15.743230031041573,-6.580684590253681,15.743230031041572,-17.905223618664532,Assault,-48.561139521114285
Hangzhou Spark,0.6141737017307368,15.152682942447974,-18.90368174624334,15.152682942447976,-18.2895080445126,Assault,-49.4441085960907
Florida Mayhem,-19.193251851020207,13.850331271428537,-5.0843891215151675,13.85033127142854,-24.277640972535373,Assault,-63.203022142023556
Toronto Defiant,-16.627424976907797,15.303538944941735,-11.374617087280365,15.303538944941737,-28.00204206418816,Assault,-71.76056641272979
London Spitfire,-7.778201811131479,15.306986502212322,-21.01400996725868,15.306986502212322,-28.792211778390158,Assault,-73.57613679418249
Boston Uprising,-12.39942159890033,14.549336679570063,-24.371440911594693,14.549336679570064,-36.77086251049502,Assault,-91.90865662227392
Vancouver Titans,-20.455788876509494,15.304396521479548,-17.00100825268693,15.304396521479545,-37.456797129196424,Assault,-93.48472636393066
Los Angeles Valiant,-35.41605059032235,15.998304155199785,-4.876313785152623,15.998304155199788,-40.292364375474975,Assault,-100.0
